Job No,Job Date,Warehouse,Warehouse Status,Machine,Output Qty,Status,Post Date,Start-Time,End-Time,Elapsed-Time,UOM,Input Qty,Yield Loss Qty,Department,Description,Input Value,Output Value,Expenses,User Defined 1,UserDefined2,Input Units,Output Units,
16530,7/31/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),6656.000,Posted,8/3/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6656.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16532,7/31/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),4684.000,Posted,8/3/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4684.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16536,7/31/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,6032.000,Posted,8/3/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,3785.000,-2247.000,Plus Materials                                    ,,210.6300,399.8800,189.2500,,,11,3,
16537,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),4507.000,Posted,8/4/2026 12:00:00 AM,4:53AM,,19:07:00,LBS    ,2009.000,-2498.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,4,5,
16541,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),7612.000,Posted,8/4/2026 12:00:00 AM,4:54AM,,19:06:00,LBS    ,7612.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,46,0,
16543,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),6342.000,Posted,8/4/2026 12:00:00 AM,4:54AM,,19:06:00,LBS    ,6342.000,0.000,Plus Materials                                    ,,-164.1500,-164.1500,0.0000,,,0,0,
16544,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),1465.000,Posted,8/4/2026 12:00:00 AM,4:54AM,,19:06:00,LBS    ,1465.000,0.000,Plus Materials                                    ,,14.6500,14.6500,0.0000,,,14,0,
16545,8/3/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),5346.000,Posted,8/4/2026 12:00:00 AM,4:55AM,,19:05:00,LBS    ,5346.000,0.000,Plus Materials                                    ,,558.2087,558.2100,0.0000,,,42,0,
16547,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),9518.000,Posted,8/4/2026 12:00:00 AM,4:55AM,,19:05:00,LBS    ,5661.000,-3857.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,9,0,
16551,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),4708.000,Posted,8/4/2026 12:00:00 AM,4:56AM,,19:04:00,LBS    ,4708.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16553,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),2861.000,Posted,8/4/2026 12:00:00 AM,4:56AM,,19:04:00,LBS    ,2861.000,0.000,Plus Materials                                    ,,-200.2700,-200.2700,0.0000,,,8,0,
16555,8/3/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),6183.000,Posted,8/4/2026 12:00:00 AM,4:56AM,,19:04:00,LBS    ,6183.000,0.000,Plus Materials                                    ,,645.6048,645.6000,0.0000,,,0,0,
16557,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),9518.000,Posted,8/4/2026 12:00:00 AM,4:57AM,,19:03:00,LBS    ,8355.000,-1163.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,8,
16561,8/3/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),4894.000,Posted,8/4/2026 12:00:00 AM,4:57AM,,19:03:00,LBS    ,4894.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16568,8/3/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,39848.000,Posted,8/3/2026 12:00:00 AM,12:52PM,,11:08:00,LBS    ,39848.000,0.000,Plus Materials                                    ,,597.7200,597.7200,0.0000,,,84,1,
16569,8/3/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,5420.000,Posted,8/3/2026 12:00:00 AM,12:54PM,,11:06:00,LBS    ,5420.000,0.000,Plus Materials                                    ,,81.3021,81.3000,0.0000,,,0,1,
16574,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),6800.000,Posted,8/5/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,6800.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16576,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),3028.000,Posted,8/5/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,3028.000,0.000,Plus Materials                                    ,,-60.2000,-60.2100,0.0000,,,0,0,
16577,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),1387.000,Posted,8/5/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,1120.000,-267.000,Plus Materials                                    ,,35.9000,35.9000,0.0000,,,14,0,
16578,8/4/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),3887.000,Posted,8/5/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,3887.000,0.000,Plus Materials                                    ,,405.8660,405.8600,0.0000,,,0,0,
16580,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),9814.000,Posted,8/5/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,2846.000,-6968.000,Plus Materials                                    ,,12.2500,12.2600,0.0000,,,7,0,
16584,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),1604.000,Posted,8/5/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,1604.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16586,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),8320.000,Posted,8/5/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,8320.000,0.000,Plus Materials                                    ,,149.9854,150.0000,0.0000,,,2,0,
16588,8/4/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),4745.000,Posted,8/5/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,4745.000,0.000,Plus Materials                                    ,,495.4545,495.4500,0.0000,,,0,0,
16590,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),4700.000,Posted,8/5/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,2124.000,-2576.000,Plus Materials                                    ,,-9.4900,-9.4800,0.0000,,,8,4,
16594,8/4/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),6838.000,Posted,8/5/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,6838.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16600,8/4/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,7000.000,Posted,8/5/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,470.000,-6530.000,Plus Materials                                    ,,-18.8000,4.6900,23.5000,,,1,4,
16601,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),4124.000,Posted,8/6/2026 12:00:00 AM,5:45AM,,18:15:00,LBS    ,2903.000,-1221.000,Plus Materials                                    ,,125.8800,125.8800,0.0000,,,4,3,
16605,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),5500.000,Posted,8/6/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,5500.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,51,0,
16606,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),1801.000,Posted,8/6/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,1801.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,26,0,
16607,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),4824.000,Posted,8/6/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,4824.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16608,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),6964.000,Posted,8/6/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4947.000,-2017.000,Plus Materials                                    ,,228.8900,228.8900,0.0000,,,0,0,
16609,8/5/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),4932.000,Posted,8/6/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4932.000,0.000,Plus Materials                                    ,,514.9813,514.9700,0.0000,,,0,0,
16611,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),5946.000,Posted,8/6/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4097.000,-1849.000,Plus Materials                                    ,,267.9500,267.9600,0.0000,,,0,0,
16615,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),3028.000,Posted,8/6/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,3028.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16617,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),1852.000,Posted,8/6/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,1852.000,0.000,Plus Materials                                    ,,-129.6400,-129.6400,0.0000,,,3,0,
16619,8/5/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),10787.000,Posted,8/6/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,10787.000,0.000,Plus Materials                                    ,,1126.3333,1126.3400,0.0000,,,0,0,
16621,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),5765.000,Posted,8/6/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5765.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,5,
16625,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),1526.000,Posted,8/6/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,1526.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16627,8/5/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),6104.000,Posted,8/6/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,6104.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16631,8/5/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,3164.000,Posted,8/6/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4620.000,1456.000,Plus Materials                                    ,,193.0500,424.0500,231.0000,,,10,2,
16632,8/6/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,4800.000,Posted,8/6/2026 12:00:00 AM,5:30AM,,18:30:00,LBS    ,4800.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,1,
16633,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),2623.000,Posted,8/7/2026 12:00:00 AM,5:46AM,,18:14:00,LBS    ,2075.000,-548.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,7,2,
16638,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),1389.000,Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,1389.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16639,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),4322.000,Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4322.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16640,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),4071.000,Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,2175.000,-1896.000,Plus Materials                                    ,,-10.8000,-10.8000,0.0000,,,19,0,
16641,8/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),4055.000,Posted,8/7/2026 12:00:00 AM,5:47AM,,18:13:00,LBS    ,4055.000,0.000,Plus Materials                                    ,,423.4084,423.4100,0.0000,,,0,0,
16643,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),4556.000,Posted,8/7/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,4556.000,0.000,Plus Materials                                    ,,-125.8714,-125.8600,0.0000,,,0,0,
16647,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),3174.000,Posted,8/7/2026 12:00:00 AM,5:48AM,,18:12:00,LBS    ,3174.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16649,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),5185.000,Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5185.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16651,8/6/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),2348.000,Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,2348.000,0.000,Plus Materials                                    ,,244.5935,244.6000,0.0000,,,41,0,
16653,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),5473.000,Posted,8/7/2026 12:00:00 AM,5:49AM,,18:11:00,LBS    ,5473.000,0.000,Plus Materials                                    ,,-547.3000,-547.3000,0.0000,,,0,3,
16657,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),4890.000,Posted,8/7/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,4890.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,49,0,
16659,8/6/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),6245.000,Posted,8/7/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,6245.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16664,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),2391.000,Posted,8/10/2026 12:00:00 AM,5:50AM,,18:10:00,LBS    ,1225.000,-1166.000,Plus Materials                                    ,,10.0000,10.0000,0.0000,,,4,2,
16668,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),13287.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,13287.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16669,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GREEN MAX (NEW) (1ST SHIFT),1527.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,1527.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16670,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),4604.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,4604.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16671,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),1297.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,1297.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,13,0,
16672,8/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),6073.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,6073.000,0.000,Plus Materials                                    ,,632.6310,632.6300,0.0000,,,0,0,
16674,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),4592.000,Posted,8/10/2026 12:00:00 AM,5:51AM,,18:09:00,LBS    ,2751.000,-1841.000,Plus Materials                                    ,,282.4900,282.4900,0.0000,,,1,0,
16678,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),4900.000,Posted,8/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4900.000,0.000,Plus Materials                                    ,,49.0000,49.0000,0.0000,,,25,0,
16680,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),4935.000,Posted,8/10/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,4935.000,0.000,Plus Materials                                    ,,324.7063,324.7000,0.0000,,,0,0,
16682,8/7/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),5928.000,Posted,8/10/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5928.000,0.000,Plus Materials                                    ,,617.5257,617.5300,0.0000,,,0,0,
16688,8/7/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),5020.000,Posted,8/10/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,5020.000,0.000,Plus Materials                                    ,,50.2000,50.2000,0.0000,,,51,0,
16694,8/7/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,5364.000,Posted,8/10/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,1665.000,-3699.000,Plus Materials                                    ,,56.8400,140.0900,83.2500,,,4,3,
16695,8/7/2026 12:00:00 AM,Plus Ryder Midwest                           ,COMPLETED,BOGUS,10500.000,Posted,8/7/2026 12:00:00 AM,11:53AM,,12:07:00,LBS    ,10500.000,0.000,Plus Materials                                    ,,787.5022,787.5000,0.0000,,,25,1,
16697,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),5756.000,Posted,8/11/2026 12:00:00 AM,5:18AM,,18:42:00,LBS    ,3113.000,-2643.000,Plus Materials                                    ,,-6.5400,-6.5400,0.0000,,,12,5,
16701,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),6710.000,Posted,8/11/2026 12:00:00 AM,5:19AM,,18:41:00,LBS    ,6710.000,0.000,Plus Materials                                    ,,738.1000,738.1000,0.0000,,,0,0,
16703,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),7882.000,Posted,8/11/2026 12:00:00 AM,5:19AM,,18:41:00,LBS    ,7882.000,0.000,Plus Materials                                    ,,710.2700,710.2600,0.0000,,,4,0,
16704,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),1763.000,Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,1763.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16705,8/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),3713.000,Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,3713.000,0.000,Plus Materials                                    ,,386.7863,386.7900,0.0000,,,0,0,
16707,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),11358.000,Posted,8/11/2026 12:00:00 AM,5:20AM,,18:40:00,LBS    ,11358.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,34,0,
16711,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),4288.000,Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,4288.000,0.000,Plus Materials                                    ,,514.5600,514.5600,0.0000,,,195,0,
16713,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),9267.000,Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,9267.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16715,8/10/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),7994.000,Posted,8/11/2026 12:00:00 AM,5:21AM,,18:39:00,LBS    ,7994.000,0.000,Plus Materials                                    ,,832.7439,832.7400,0.0000,,,0,0,
16717,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),8547.000,Posted,8/11/2026 12:00:00 AM,5:22AM,,18:38:00,LBS    ,8547.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,35,7,
16721,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),4392.000,Posted,8/11/2026 12:00:00 AM,5:22AM,,18:38:00,LBS    ,4392.000,0.000,Plus Materials                                    ,,527.0400,527.0400,0.0000,,,11,0,
16723,8/10/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),6263.000,Posted,8/11/2026 12:00:00 AM,5:23AM,,18:37:00,LBS    ,6263.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16727,8/10/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,1665.000,Posted,8/11/2026 12:00:00 AM,5:23AM,,18:37:00,LBS    ,1205.000,-460.000,Plus Materials                                    ,,44.2400,104.4900,60.2500,,,7,1,
16728,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),8468.000,Posted,8/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,7645.000,-823.000,Plus Materials                                    ,,743.2865,743.2900,0.0000,,,18,6,
16732,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (1ST SHIFT),3316.000,Posted,8/12/2026 12:00:00 AM,5:52AM,,18:08:00,LBS    ,3316.000,0.000,Plus Materials                                    ,,397.9200,397.9200,0.0000,,,0,0,
16734,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (1ST SHIFT),754.000,Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,754.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16735,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,SHREDDER (1ST SHIFT),1930.000,Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,1464.000,-466.000,Plus Materials                                    ,,131.7600,131.7500,0.0000,,,0,0,
16736,8/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (1ST SHIFT),5688.000,Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,5688.000,0.000,Plus Materials                                    ,,592.5227,592.5300,0.0000,,,0,0,
16738,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (2ND SHIFT),8601.000,Posted,8/12/2026 12:00:00 AM,5:53AM,,18:07:00,LBS    ,6590.000,-2011.000,Plus Materials                                    ,,181.2300,181.2300,0.0000,,,26,0,
16742,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (2ND SHIFT),3887.000,Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,3887.000,0.000,Plus Materials                                    ,,466.4400,466.4400,0.0000,,,0,0,
16744,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (2ND SHIFT),8099.000,Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,8099.000,0.000,Plus Materials                                    ,,351.9600,351.9900,0.0000,,,34,0,
16746,8/11/2026 12:00:00 AM,Monroe Processing Warehouse                  ,COMPLETED,SHREDDER/GRINDER (2ND SHIFT),6703.000,Posted,8/12/2026 12:00:00 AM,5:54AM,,18:06:00,LBS    ,6703.000,0.000,Plus Materials                                    ,,0.0000,0.0000,0.0000,,,0,0,
16748,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (3RD SHIFT),1599.000,Posted,8/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,1215.000,-384.000,Plus Materials                                    ,,72.9000,72.9000,0.0000,,,0,1,
16752,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,EXTRUDER (3RD SHIFT),5318.000,Posted,8/12/2026 12:00:00 AM,5:55AM,,18:05:00,LBS    ,5318.000,0.000,Plus Materials                                    ,,638.1600,638.1600,0.0000,,,0,0,
16754,8/11/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,GUILLOTINE (3RD SHIFT),5216.000,Posted,8/12/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,5216.000,0.000,Plus Materials                                    ,,625.9200,625.9200,0.0000,,,195,0,
16758,8/11/2026 12:00:00 AM,PRN Southeast                                ,COMPLETED,BALER,9070.000,Posted,8/12/2026 12:00:00 AM,5:56AM,,18:04:00,LBS    ,7909.000,-1161.000,Plus Materials                                    ,,440.6700,836.1200,395.4500,,,21,4,
16759,8/12/2026 12:00:00 AM,Plus Monroe Warehouse                        ,COMPLETED,AUTO-TIE BALER (1ST SHIFT),2616.000,Posted,8/13/2026 12:00:00 AM,5:30AM,,18:30:00,LBS    ,2360.000,-256.000,Plus Materials                                    ,,141.6000,141.6000,0.0000,,,0,3,
